MGH264_A01	MGH264_A02	MGH264_A03	MGH264_A04	MGH264_A05	MGH264_A06	MGH264_A07	MGH264_A08	MGH264_A10	MGH264_A11	MGH264_B01	MGH264_B02	MGH264_B03	MGH264_B04	MGH264_B05	MGH264_B06	MGH264_B10	MGH264_B11	MGH264_C01	MGH264_C03	MGH264_C04	MGH264_C05	MGH264_C08	MGH264_C12	MGH264_D01	MGH264_D02	MGH264_D03	MGH264_D04	MGH264_D05	MGH264_D08	MGH264_D09	MGH264_D10	MGH264_D12	MGH264_E01	MGH264_E03	MGH264_E05	MGH264_E06	MGH264_E08	MGH264_E10	MGH264_E12	MGH264_F01	MGH264_F02	MGH264_F03	MGH264_F04	MGH264_F07	MGH264_F09	MGH264_F10	MGH264_F12	MGH264_G01	MGH264_G02	MGH264_G03	MGH264_G04	MGH264_G06	MGH264_G08	MGH264_G09	MGH264_G10	MGH264_G11	MGH264_G12	MGH264_H01	MGH264_H02	MGH264_H03	MGH264_H04	MGH264_H08	MGH264_H10	MGH264_H12	MGH26_A02	MGH26_A03	MGH26_A05	MGH26_A07	MGH26_A08	MGH26_A09	MGH26_A12	MGH26_B01	MGH26_B02	MGH26_B05	MGH26_B06	MGH26_B10	MGH26_B12	MGH26_C01	MGH26_C03	MGH26_C05	MGH26_C12	MGH26_D01	MGH26_D03	MGH26_D06	MGH26_D07	MGH26_D08	MGH26_D10	MGH26_E02	MGH26_E04	MGH26_E05	MGH26_E06	MGH26_E07	MGH26_E08	MGH26_E10	MGH26_E12	MGH26_F02	MGH26_F05	MGH26_F08	MGH26_F09
DCTN3	0	8.116887909	0	8.446974076	7.028082073	0	7.279553667	0	0	7.211020379	6.523789252	6.351177562	6.73642497	0.846123224	0	4.611365621	0	6.520150937	9.27292558	0	4.680809821	6.022824925	0	6.745877026	0	8.697100808	6.25501444	0	7.479882608	0	6.957688076	6.919684559	6.57488752	0	7.383295675	7.842484944	6.108607921	5.907470364	0	6.944642117	0	0	0	0	0	7.150769643	5.320154659	0	5.712172197	0	2.96484144	7.854186024	0	0	1.260518353	0	7.746590047	0	2.03850889	7.625448783	7.227452863	0	8.331892832	7.138881168	8.573481132	0	8.177043481	6.067520733	0	3.889202896	7.241409356	0	9.022376629	8.064258579	0	7.316803889	7.084863057	7.511794829	1.161057924	6.689206405	4.945062678	0	0	0	7.353947222	0	0	0	0	7.328102306	9.517492302	6.39310947	8.889287925	7.025247405	6.93828889	7.478981889	0	8.439724196	7.611924048	7.751239149
DCTN4	0	8.242649359	3.243285349	0	7.67740016	0	6.736345186	5.873432514	0	8.08850421	3.558026641	0	6.008451518	8.959841259	5.316663366	4.360087618	9.748195261	7.512270158	0	0	8.904434144	2.495483804	9.134328866	7.976272158	0	9.629675125	9.238390446	0	0	0	0	8.757855469	9.442168029	0	8.548411928	3.823842997	0	8.694075126	0	8.47945735	0	2.096925624	0	9.113625901	3.471108498	8.565690192	9.974317343	0	0	0	3.869357385	4.101629626	0	8.524433627	4.149732222	0	0	0	3.747691177	2.940349979	8.088175115	0	3.739257797	0	6.204719034	0	0	0	9.502623838	0	0	0	9.102397003	11.19485081	9.048886718	0	8.978495621	0	0	0	0	7.23032632	9.204578729	0	7.836852153	0	0	0	8.68641752	5.242246692	4.008175672	7.717132644	8.889287926	0	0	8.722219958	1.831786974	0	0	7.278118997
DCTN5	1.779553912	0.820663307	0	9.615475091	1.813472312	0	5.636568489	0	0	1.681409957	5.680816175	0	0	0	0	0	0	0	0	2.350499667	0	4.068085263	0	10.820632796	7.333333876	0	9.790883076	7.887591602	0.663502416	1.822991737	0	0	7.721802747	0	0	0	2.571857559	0	0	8.804867313	0	8.81404274	0	8.255723075	3.471108498	0	3.1358914	0	0	0	0	0	6.717756827	2.874092831	3.761536609	7.938096085	0	0	0	0	0	0	0	6.284735901	9.302788609	2.275212361	2.339798015	1.08964241	7.471219402	0	0	7.835326598	7.983491063	1.794551243	0	0	0	0	0	0	9.089925991	0	9.839295749	0	0	7.25333438	8.940208437	0	0	0	0	0	6.839996828	0	0	0	0	0	0	0
DCTN6	0	0	0	0	0	0	0	0	7.262735154	0	0	0	0	7.946499556	0	0	0	0	0	0	0	0	0	0	0	0	7.501779687	5.957361089	0	7.161241979	7.265780024	6.147527622	0	0	4.44255132	0	0	0	0	6.897208322	2.582159434	0	0	0	4.966623301	0	6.30198485	0	6.959063624	0	0	0	0	6.959569722	1.260518352	0	0	9.188248154	0	0.966216844	7.797758583	7.304064883	7.336363288	8.395931811	0	2.275212361	0	0	0	3.352120078	0	8.306557684	0	2.570013784	0	0	0	0	2.235310564	0	0	7.79655554	0	8.26268718	0	0	0	0	0	0	7.828859571	8.815486755	0	8.477613689	7.85329484	0	7.398020331	0	5.948788135	8.210311328
DCTPP1	7.566609705	0	0	1.536796475	8.67830704	0	0	0	9.17917947	0	6.972074001	7.559986671	0	5.745393592	0	0	7.806218875	11.885549228	0	0	0	7.032286746	0	0	3.71103732	0	0	6.664453979	8.432603315	0	6.817526521	7.681564132	7.356997349	0	7.840368638	0	8.58607125	6.526993516	7.523506563	7.576768453	0	7.214402193	7.057304497	0	0	5.143840235	0	0	6.790587327	7.108269819	6.110070023	6.164583874	8.111309722	6.142528411	3.76153661	0	8.447184711	7.890695362	0	0	5.711260116	6.313165304	7.803366695	0	0	7.99143944	8.883342339	7.623272316	0	9.194582003	8.712169078	0.608941194	0	7.967956077	0	0	6.407763106	0	0	0	6.556714898	7.44471996	6.991124417	0	0	0	0	8.416496199	7.010876794	6.952281673	0	0	0	0	0	7.321224162	0	0	8.31278823	8.834200899
DCUN1D1	6.564960385	3.45428543	8.37203688	1.536796474	0	8.23053007	4.665280892	3.406548658	0	0	0	2.133620001	0	0	1.286318166	4.611365621	3.417918136	0	0	0	2.567965407	0	0	0	2.008616472	4.485623349	2.91729479	5.852230803	2.645081177	0	7.57031673	3.316198757	2.402671639	0	5.72411055	0	7.304030912	0	0	1.219128293	0	0	3.878552124	3.224425589	8.695802868	0	8.288205725	0	4.181224641	3.129833344	4.421033928	7.530665642	4.544766201	2.058562561	4.921825671	6.855425113	4.078917089	5.432964787	0	0	1.470989582	5.737246178	0	0	3.714384018	2.275212361	0	0	0	0	0	6.561858088	0	0	4.174176418	8.951912619	3.77744596	0	8.175114078	0	0	0	0	0	8.349531005	6.933768328	0	0	0	0	8.534216292	0	0	0	0	8.831594472	0	9.138798177	0	9.36110199
DCUN1D4	0	0	0	0	7.426359722	3.467591118	5.066033618	2.888056516	0	0	2.533622305	0	0	0	0	0	0	0	0	0	0	2.905898315	7.431191592	9.114910118	7.487146438	0	2.91729479	8.062742166	0	9.004795122	4.124333448	7.173585762	5.712974759	0	8.024037625	9.951957561	0	4.095712335	4.948432537	4.190992559	7.282059476	5.740050153	0	0	8.040696407	1.15507722	0	5.879325854	6.959063625	0	5.386961821	6.037185103	0	7.256954981	8.063941042	0	5.035588614	0	0	2.528209586	7.702782273	0	0	0	7.154545077	0	0	4.0220232	9.448727207	0	0	8.659307817	8.7181747	0	9.451577898	0	0	0	0	0	4.945062679	0	0	0	7.034222177	9.172349407	6.255832444	0	8.677773755	0	0	6.263498823	0	0	0	2.231389186	9.92735629	9.230931156	0	9.366378572
DCUN1D5	0	4.584152908	0	0	8.180955037	6.555771703	3.189773554	0	0	0	0	3.480848717	6.585924465	0	6.070307943	0	6.950870687	0	0	0	1.402308489	0	0	0	5.098603807	1.308053568	0	0	0.663502416	0	1.402725681	0	4.74021999	7.43589046	0	7.872257488	0	1.880847864	7.267877871	3.964274869	0	5.078083671	0	0	7.590201289	6.017967468	3.1358914	7.787152215	7.513334979	0	8.653333657	0	5.25679321	6.324500309	6.173661568	0	0	8.2519139	0	0	0	0	6.231263577	7.767512449	4.101679216	0	9.960389794	0	0.672703624	0	0	5.713246815	0	0	0	0	6.271957787	0	0	5.494524814	0	0	0	7.699739014	5.066870478	0	0	0	0	9.612966099	4.008175672	7.110683205	5.171939177	7.386828777	0	7.321224162	0	9.052311102	7.530963666	0
DCX	7.781281032	9.538121221	7.674316174	0	9.521508051	7.508769382	0	9.156949095	7.955740626	10.262966156	10.534865291	4.368167424	3.531402707	0	6.16014075	4.055616427	0	5.943026401	5.61627963	9.825120802	8.596793022	9.381943813	2.104261737	0	0	0.79745818	0	5.332772894	0	8.497516924	7.369821026	8.297433605	10.090251322	6.653441501	7.629858122	9.308158256	1.161201614	7.161831898	0	8.851239479	0	3.437481228	10.05179326	1.626029743	7.51261465	9.029783833	4.05140204	0	7.51333498	0	8.471612589	4.406652025	8.806745687	5.690734629	9.030188682	0	0	4.160280031	0	0	0	0	0	5.310772485	2.487480903	3.117924008	2.339798016	9.285536442	3.166695551	6.888090181	0	0	0	6.84017962	0	0	0	0	0	1.001366838	9.606455462	7.522286556	0	0	0	5.945520879	6.255832444	0	5.994440914	0	0	9.004837252	5.171939177	0	0	5.720881205	0	0	0	7.509108529
DDAH1	4.071745523	0	0	0	9.575551223	1.813769837	8.384187011	9.408730738	6.412367064	9.496031095	0	7.858436833	0	9.546148438	3.802341331	0	6.514456913	0	9.765203573	0	7.789171191	0	7.794968394	0	2.817198128	9.525172622	0	6.055348047	0	8.456409961	8.044618307	4.372451051	5.826334722	0	5.005226268	8.934134467	6.660371531	9.174492797	0	7.566697451	5.166654227	9.469725335	7.469631417	6.327179158	3.471108498	9.195399472	0	3.652245475	4.829162356	9.173256101	8.919832002	6.037185103	0	7.972067226	0	0	0	5.690422497	0	0	0	7.655715867	0	7.208782954	0	3.646400766	10.178366708	0	7.849518342	5.691063431	5.76184777	6.504602152	0	0	0	0	0	0	0	0	0	0	0	7.528849795	0	0	0	1.057637041	6.201586995	0	0	6.121084302	0	6.578200632	7.037040108	2.231389186	8.096010254	0	5.009221678	0
DDB1	0	8.813792942	0	0	9.127482829	6.897640677	8.418849615	0	0	6.891524571	7.487328079	0	0	5.108603035	0	6.932197993	6.791777302	0	0	4.892393935	0	4.068085262	8.546411293	9.004370646	8.156095078	5.500871367	6.633928711	4.513133277	5.485241408	8.077045322	4.373514379	0	8.105490275	0	0	6.630939356	0	4.489498953	5.735622247	8.25326017	0	6.934101379	6.947139495	0	8.695802868	7.541261805	0	6.548177578	6.120313382	8.840611037	6.948754164	0	5.920645367	7.669632498	7.360282735	7.239513705	8.285057628	0	0	8.795959991	5.85069523	3.281542646	0	2.169400049	0	0	0	0	4.29423189	0	6.716375581	7.1892167	7.26893502	9.715079416	5.133655718	9.18076329	7.150879687	0	7.948405099	0	0	8.499301012	5.024751288	7.954266537	6.045187241	0	0	7.066378698	7.516560916	7.044662762	8.050345234	0	7.461491538	0	6.832278297	0	0	9.882930248	9.397407961	8.233597069
DDB2	0	0	0	0	0	6.106874408	0	0	0	0	6.36516799	4.270239447	0	0	0	0	7.255297245	0	0	0	0	7.564915083	0	0	0	0	5.648382632	7.625775119	5.407983185	7.43957012	3.644784405	0	7.721802748	0	8.237397757	0	0	6.759110228	0	7.635761302	3.996846167	4.766793501	0	0	0	0	3.1358914	0	6.547886108	2.625011451	0	0	0	3.391923215	0	0	3.297647845	0	0	0	5.711260116	0	0	0	0	8.645412161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.637477768	0	4.968742606	0	0	0	7.922296418	0	0	0	0	0	0	8.135943229	0	0	0
DDHD1	7.064502659	0.820663307	11.576081266	0	1.818624305	7.606793075	8.783943716	0	8.20885566	7.822783432	8.419388197	0	3.531402707	8.511050626	2.410651561	0	0	5.943026401	0	0	0	4.703296666	5.45822097	6.708756014	0	0	0	0	5.962112533	0	3.441488597	5.337197654	7.465977772	8.274702832	4.44255132	0	7.784017114	0	0	7.703968533	0	0	0	9.69307248	5.687840605	8.305563351	8.323717069	0	0	0	7.903659434	1.595011657	6.498835476	2.058562562	7.206667018	1.979459533	5.848503711	9.404189956	8.212479709	6.687159306	0	0	3.739257797	5.174868309	2.334020924	0	0	0	7.855440498	2.498709755	0	0	6.232521469	0	8.970459138	0	0	0	7.542505877	1.001366838	0	0	0	0	0	0	0	0	0	5.077078271	3.095158872	0	5.743499973	0	2.417999678	0	8.977562204	0	0	0
DDIT3	0	0	3.243285349	0	0	0	6.842293559	0	0	0	4.151033036	7.650349083	6.585924465	8.092774856	7.931914171	6.733049442	0	0	0	0	8.379096187	0	0	0	5.53479065	0	5.739693195	0	1.913720904	10.233714407	0	0	0	0	0	0	7.666804721	0	0	0	0	0	0	0	0	0	0	0	0	3.503066851	0	0	8.111309722	0	7.53331403	8.616472681	0	6.995489983	8.164680941	0	6.485523235	0	0	0	0	0	0	0	0	0	0	9.255293721	3.444372192	7.668631102	0	0	1.183502359	0	0	8.407865792	0	2.538913253	0	0	7.353947222	0	5.274589086	0	6.739041272	0	0	0	0	0	0	0	0	8.235076222	7.777281002	0
DDIT4	0	0	0	0	7.328175814	0	0	0	0	0	0	0	0	0	7.789040261	0	0	0	0	7.535278371	9.094226377	0	0	0	0	0	8.160432673	3.282993732	0	7.978859189	0	1.481336766	0	0	0	0	0	1.880847864	6.616156116	7.9620124	9.418705342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90019466	0	0	0	6.023115583	7.404835464	0	0	0	8.011395812	0	2.740792432	0	0	1.280466942	0	1.001366837	0	0	0	11.615751208	0	0	6.834488145	0	8.712042364	0	3.095158871	0	0	0	0	0	0	0	9.330897447	0
DDIT4L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.678074798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDOST	9.26248579	8.051726431	10.212772778	1.787820516	8.857122415	8.726628092	9.738108951	8.42422423	9.682487952	9.063350915	9.151379487	9.539866193	9.236186936	10.197653439	8.766835318	9.868490263	5.057159413	6.931253428	8.547357648	9.038373337	8.364784227	9.853502034	3.827728272	9.356063593	9.946630604	10.420797432	8.963258778	10.454057338	9.155552223	8.435408744	9.112142747	8.204082037	9.136231727	3.330644641	0	7.476237633	9.314080657	9.497261015	9.378755451	11.04752369	9.851507687	8.075711031	9.266580916	6.285722003	10.06403628	10.300456001	10.690380923	9.386335048	8.846722537	8.980045287	8.959827829	1.595011657	7.428590433	8.688398445	9.309934213	8.770271011	9.509474757	9.847000189	9.986233851	8.618294066	7.950262201	6.4633529	9.461905999	8.483142691	9.176961722	0	9.50810147	10.546045227	8.243989428	0	8.732343856	10.294710477	9.583267314	9.213294108	10.47380058	10.339466345	9.146485563	9.337594012	1.795944353	7.764271034	0	9.882655264	4.46177901	7.757182353	0	10.280631557	9.486768462	10.176083357	1.157346419	9.783524443	10.829292149	9.19014136	5.171939177	3.557244002	9.121151582	9.96417047	7.160553561	6.666575912	8.798382447	8.534784165
DDT	6.256052037	4.028954278	0	6.557245539	5.451304451	0	7.553572316	6.820787762	0	0	0	0.746428311	5.030689682	5.173815299	6.540694909	0	5.190718193	0	7.676098486	0	5.337046473	0	0	0	0	0	0	6.147100959	0.663502416	0	7.453391484	0	0	0	0	0	0	4.931307603	3.609240698	5.2038911	0	5.44670556	0	0	0	5.781001539	4.05140204	0	0	5.216542008	6.473843429	1.595011657	4.944267676	0	7.50032827	1.979459533	7.079626417	0	7.345420913	0	4.226600818	0	3.739257797	5.425605483	2.334020924	6.208928597	6.736337755	7.222993432	5.473981438	7.533170858	7.458544984	5.988493801	6.92078864	7.895007173	0	0	0	7.750716232	0	5.90957748	0	6.256340586	7.572301753	0	0	4.968742606	0	5.969164511	0	6.99921153	6.736557518	5.583131415	0	0	0	0	0	0	0	6.309467654
DDX3X	9.416824136	9.313081051	0	7.087528075	6.079892592	10.538885394	7.353089893	10.915447485	8.399607375	9.877632428	6.985770355	9.555930759	8.614042813	9.129701123	8.399757447	9.206987609	8.52803784	8.922360219	4.276000645	9.991241389	7.650454506	9.788813719	8.703114074	9.071705268	9.161204225	9.990495337	6.854244415	8.653747523	7.930217314	9.874935535	9.158202465	10.639903726	9.653781407	7.771188573	7.904225259	9.353720624	8.071316592	9.459274987	8.834834644	10.001315754	10.458373276	9.141623002	9.426075623	7.179680776	9.118724696	9.9404163	10.248244061	3.652245476	9.255591967	10.1159896	9.866681221	7.546348149	8.485622782	8.267132713	7.638118482	11.322944562	9.294886079	10.100930604	5.003695342	9.875674593	8.674501411	9.813086878	9.357090829	0	5.372285844	8.898587531	0	0	10.526991907	5.151495587	0	10.601619881	0	8.950745722	5.133655719	9.515073402	10.962628828	6.757399212	10.297178935	5.288064604	8.601609933	0	3.525807366	0	0	8.248598661	7.246361876	0	8.289610046	11.420061121	10.982412117	9.465346204	8.594523356	10.640606711	11.474980127	3.980339518	9.009871239	10.891606826	8.923332733	8.402347394
DDX3Y	0	7.367003114	0	0	0	7.844984123	6.044337704	2.070857339	0	0	1.135902	7.272580411	0	0	7.341393209	2.294903689	0	6.520150937	7.676098486	0	9.06504538	7.632042846	0	6.167619908	0	0	0	0	0.663502416	9.225461509	6.063756975	6.986043357	8.433008133	0	0	0	6.008811457	0	0	0	7.722869732	0	8.829123606	4.58212625	0	3.590082411	5.320154659	0	0	0	0	8.20975337	0	0	1.922820516	0	3.302822461	0	0	0	1.470989582	0	4.684205475	0	5.50661951	0	0	0	0	0	0	0	0	6.675704392	0	0	0	0	0	0	0	0	0	0	0	0	9.408877657	0	7.848589002	2.360494455	0	1.488181101	0	0	0	0	0	0	0	0
DDX5	10.336878439	9.042589477	7.252793428	7.627687623	7.686130355	8.648108002	7.55302507	7.703548662	8.759911716	8.848136819	9.900776472	9.656906591	8.32849983	9.228747295	8.193981016	9.517952514	9.572791387	7.14253791	9.700376518	9.470126502	8.650509301	8.598618762	9.045398543	7.343600594	9.363603736	9.733060919	8.580762036	9.350120957	8.838979704	9.622927404	8.240330776	8.843322951	9.14854396	2.645260499	7.664208158	8.912948464	8.96907621	8.303232241	9.294162447	9.325850833	6.593396147	9.388905252	8.504698717	9.013187029	8.95839574	8.819596807	8.361053605	3.707894285	9.672546446	7.807184506	9.250833275	8.658190192	9.284132759	9.02504235	9.094899993	9.32174375	8.616162578	8.8722848	8.348277133	9.877526209	9.354106443	7.669369752	8.500815698	9.055810464	8.531035269	7.842791616	2.242134616	9.411895287	9.528118505	9.807146002	8.661232989	7.927871666	8.983178407	8.482163439	9.396741017	9.99384732	9.125244843	9.885671142	9.486434302	7.098082922	9.930919222	9.783672092	8.793922282	9.249242489	8.279037715	5.925690958	8.58979059	8.081082992	9.256937893	8.293735616	9.279968749	10.146696447	9.110249862	8.288507067	8.645458064	7.776635464	8.117954742	9.954342203	7.593138883	9.992873421
DDX6	6.803622289	8.009453456	0	9.124478202	0	7.271009486	0	0	2.609551998	0	1.135902	3.390513747	0	7.66397743	3.46901804	6.680711423	0	0	0	0	9.045706884	0	8.748095448	1.897762479	7.360135251	0	5.82556696	5.738833202	8.740954145	0	6.858981201	6.443267049	2.402671639	0	3.507419705	0	3.073583301	6.484398783	5.63078829	0	2.582159434	7.741924714	8.429134741	6.568306982	4.966623301	7.369928513	8.609210516	8.344478708	7.371199345	9.10040631	0	8.831998038	0	6.0070656	8.286638279	0	8.111621071	3.698756971	0	1.949023901	0	8.909345036	8.216788682	0	6.729202712	8.371991085	0	1.011787529	7.541564846	8.608014624	3.214912488	0	0	6.675704392	0	4.133618741	3.108967596	0	3.444893348	0	2.240480743	0	4.46177901	0	0	0	0	0	0	0	3.095158872	0	0	0	6.457559859	0	7.121305281	7.867383559	0	3.565987407
DDX10	8.023121159	0.820663307	5.46302267	0	7.747960274	8.629170009	4.187792769	0	4.068921095	1.781848723	0	4.368167424	5.749892252	1.375916645	1.955348537	8.199873144	0	0	0	3.201636544	8.088178293	0	4.776009923	6.817370957	0	1.308053568	2.150884071	0	6.760778153	0	5.555576293	1.481336766	2.402671639	0	3.507419704	1.135171811	7.747544938	3.177717425	0	6.184185948	4.392543997	2.917610406	0	1.842944141	3.471108497	0	0	6.716388654	5.140904206	0	4.569047625	2.73961581	3.990382671	7.452151231	0	0	0	9.198854192	0	6.254426703	0	7.22382457	8.216788682	8.130515612	3.804786523	3.646400765	3.189766874	1.6006579	0.915829031	1.782845589	6.205358122	0	3.444372192	2.593811258	0	1.125871719	1.183502359	1.280466942	9.923962644	8.106010263	0	2.597432557	0	0	5.066870478	4.968742605	0	0	0	0	3.095158871	0	4.224997161	7.211639598	2.417999677	3.068966304	4.424802402	1.297359668	9.282255381	1.769602781
DDX11	0	0	3.243285349	0	0	0	0	0	6.800646005	0	0	0	0	0	0	7.476023476	0	0	0	0	0	5.762003075	0	0	6.538517471	0.79745818	8.403625103	5.61575619	1.970712385	0	1.402725681	0	0	0	3.507419705	8.350645908	8.581422021	7.294972662	0	0	0	0	0	1.626029742	0	0	8.422344251	8.06165031	0	3.129833344	0	0	0	8.573212621	3.761536609	6.905874467	5.643522324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.047504268	0	0	4.174176418	6.631303627	0	0	6.713942055	0	0	0	0	0	0	0	0	0	0	0	0	0	6.729972606	0	2.417999677	0	0	0	0	8.476735782
DDX17	3.96340015	6.913248301	0	3.393344162	4.962478167	7.247318415	6.84229356	7.180519089	0	7.489408917	7.345808708	8.171511927	4.467627756	6.10436648	7.651250323	8.946347068	2.080428694	4.966287991	0	0	8.02587168	6.926219109	0	0	6.25925432	9.512107994	5.906615136	4.513133277	10.14770736	6.848201855	8.669131626	6.761875531	6.438896542	0	0	6.061875441	7.874590707	0	8.13489462	8.094089921	5.520270843	8.361052361	5.698115594	5.41726113	6.16240646	6.399742679	4.051402039	8.122825846	8.140171154	4.437997964	5.130806515	9.516864144	6.908687568	4.072839159	4.031571521	7.773571384	3.740534148	7.989825706	9.065043424	6.254426704	6.485523235	8.451038168	0	7.515028554	2.334020923	7.503924104	0	7.881360134	7.236916768	9.522808133	7.201362081	6.989064923	8.038771051	5.723847554	0	4.03301221	5.381311002	6.288644578	6.778560619	6.541861839	0	5.116055924	0	9.063765054	8.349531005	9.447548919	5.274589086	8.667359227	0	8.341927664	0	2.681685812	6.151789643	7.757775973	4.199843533	7.565968957	7.931794374	3.819676312	5.149338889	5.391053183
DDX18	7.087914686	5.456418491	0	6.194891022	5.531933572	5.451710763	7.489790996	6.221709727	8.443872031	6.33784154	5.252640221	7.293296	6.585924465	6.185663227	5.761412328	5.694706389	0	5.9430264	5.18322218	0	8.534222871	5.353919393	2.925914636	5.479669395	5.098603807	2.787493077	7.763486813	5.957361089	1.737986489	0	0	6.0726784	5.141699188	0	5.724110549	6.137379268	6.134229734	5.542553516	5.833351742	5.4428746	0	0	0	6.126365648	5.37007959	4.083256912	6.561968581	0	0	6.38719495	2.96484144	6.037185102	6.087921632	6.0070656	6.88568072	9.294518604	3.536019632	6.89676168	8.694850725	5.839680759	5.894331575	8.037374175	0	5.643194719	6.354764804	4.032343802	2.339798015	0	0	9.467567022	0	0	0	5.913076388	0	3.213555058	8.733374108	5.546389128	0	0	0	0	9.919828615	8.320996165	5.066870478	0	6.255832443	4.194111584	8.633760605	9.519476555	3.095158871	0	0	5.251807386	0	0	0	9.170167485	9.745374777	3.833173835
DDX19A	5.320762588	0.826908448	0	1.536796475	1.813472312	0	4.108470495	0	4.462306389	0	9.454816924	0	4.467627756	8.866770936	0	4.055616427	8.489669316	4.966287991	0	2.350499668	6.589584235	9.101582694	8.413107448	0	8.420834545	0.79745818	9.408050024	6.839689757	2.346946295	9.579279322	1.402725681	7.326380183	7.394246388	3.330644641	8.901210939	1.135171812	7.836077277	7.787895904	6.670059107	7.020389168	6.973942321	9.351636263	9.101527586	8.524525343	8.695802869	3.261340803	4.051402039	3.652245476	8.814128108	8.563498073	0	1.595011657	7.809963756	2.058562562	5.469178655	0	8.439863825	3.238791784	8.421655766	6.713619734	8.116087537	4.205384873	0	0	8.825638443	0	10.354322407	0	7.075581716	0	1.099063421	8.874749087	0	0	6.332372002	0	0	9.843162009	1.161057925	8.437352719	10.146652292	3.948089857	3.525807366	7.11091577	0	5.945520879	6.834488145	8.592535245	5.197062166	10.25887331	8.984549776	0	5.171939177	0	8.737216652	8.28286687	8.37160794	0	9.531518881	8.853117791
DDX23	0	9.075883301	0	5.286507908	3.095015855	3.763197668	0	0	0	8.77570221	0	6.374930911	0	0	0	0	0	4.966287991	0	0	2.099794726	3.898935937	0	0	0	6.974163634	8.057712645	0	0	0	0	7.061921074	0	7.189524349	0	0	0	0	0	0	0	0	0	8.132410344	8.623831491	0	8.693065648	0	0	0	0	0	5.513525025	0	2.375026688	0	0	5.908818324	9.918345069	0	0	9.536316868	9.121414517	0	5.224147586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.025079196	0	0	4.46177901	9.694525051	0	5.945520879	5.274589086	9.370269762	0	9.543423016	0	5.583131415	0	0	0	0	9.185047461	0.789848842	0.864880994	0
DDX24	6.111231685	0.820663307	0	9.521555479	6.535941619	8.963151192	5.37932246	0	6.412367064	9.565725074	8.098261038	4.270239446	6.22763889	0	7.798396602	0	6.87351589	4.966287991	6.16323071	0	8.621080516	8.1017722	7.706571521	5.565229112	5.437476108	6.152050434	6.854244414	8.416230582	6.027498131	0	6.13027751	8.626643933	2.402671639	0	6.559926112	7.757293286	8.586071249	7.734372527	8.459626992	1.219128293	7.717750818	8.471758614	8.093847257	4.58212625	4.404547993	7.380590312	5.577157853	9.262949088	9.111024615	0	7.860785694	7.432812578	6.37356684	8.252231151	8.572368689	6.527430873	8.545957793	0	5.664804583	5.605421273	6.672578457	5.955769806	6.450910049	6.284735901	8.900764879	9.636665563	0	5.022751547	0	0	0	9.766787489	0	5.340035515	0	6.648408358	0	0	9.442429295	8.490564811	0	0	0	6.007563951	5.066870478	7.927855954	0	8.592535244	0	7.970195696	0	4.502343816	0	5.462267623	0	9.776299214	0	5.254501784	0.864880994	10.358681487
DDX27	7.100759054	3.114729917	7.613222673	0	7.686235073	0	8.418849616	3.406548658	9.316456734	3.974169885	0	4.503622195	0	5.461850846	3.034786224	0	9.209373319	6.520150937	1.271027411	7.133402115	0	7.276315849	8.802418956	0	3.332261703	1.982635892	8.021780461	4.206914576	5.42768906	3.479303769	0	6.413246101	0	0	3.507419705	6.665358145	2.844422029	3.177717425	3.609240698	8.356244105	0	5.906972837	7.282691955	0	4.404547993	4.36676974	0	0	9.128803878	4.600508548	2.96484144	7.546348149	5.25679321	4.533561673	9.076243137	9.246387578	3.297647845	5.119361526	6.694473956	4.394234552	7.505860886	7.381586832	7.442640703	7.400208458	9.400940211	0	0	9.051340908	0	0	0.670650541	0	0	8.467922573	5.538382684	9.11768077	9.255528996	9.117695658	3.271051267	8.047116161	10.679691056	0	0	1.637477768	0	5.945520879	0	0	9.033282248	3.199913578	5.750023568	7.489685123	0	8.580428036	0	8.061246268	0	0.789848842	5.986647503	10.33465448
